0 50
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
11 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
12 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
13 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
14 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
15 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
16 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
17 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
18 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
19 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
20 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
21 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
22 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
23 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
24 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
25 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
26 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
27 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
28 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
29 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
30 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
31 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
32 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
33 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
34 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
35 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
36 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
37 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
38 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
39 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
40 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
41 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
42 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
43 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
44 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
45 50
257 1 0
129 1 0
773 1 0
137 1 0
777 1 0
13 1 0
785 1 0
145 1 0
529 1 0
789 1 0
665 1 0
793 1 0
153 1 0
669 1 0
797 1 0
545 1 0
293 1 0
421 1 0
41 1 0
685 1 0
45 1 0
181 1 0
437 1 0
573 1 0
189 1 0
705 1 0
69 1 0
73 1 0
713 1 0
81 1 0
209 1 0
729 1 0
345 1 0
473 1 0
609 1 0
741 1 0
229 1 0
613 1 0
357 1 0
745 1 0
249 1 0
365 1 0
493 1 0
237 1 0
109 1 0
369 1 0
113 1 0
117 1 0
377 1 0
637 1 0
46 50
257 1 0
